My Sites/My Suppliers' site,Customer code,Customer name,Supplier code,Supplier name,Customer supplier reference,Site code,Site name,Site country,Customer site reference,Trading relationship type,Business type,Site functions,Primary site activity,Direct supplier code,Direct supplier name,Audit code,Audit company name,Audit company type,Audit date,Audit submission date,Audit published date,Workflow status,Audit nature,Is SMETA audit?,Which code was this based on?,Audit schedule type,Audit scope,Auditor uploads,Is most recent audit?,Is Sedex virtual assessment?,Audit finding code,Finding title code,Finding created date,New or carried over,Finding type,Finding criticality,Custom criticality,Finding category,Finding sub-category,Finding title,Finding description,Finding status,Number of days at this status,Is finding open?,Recommended completion date,Is finding overdue?,Days overdue,Corrective action date,Corrective action status,Parent finding code,Superseded by audit code,Audit superseded date,Verification method,Verified date,Parent audit code,Verified by audit code
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134128,ZAI2031602,15/12/2022,New,Non-compliance,Minor,,"3. Health, safety & hygiene",Hygiene Facilities & Housekeeping,Storage of goods not in line with legal requirements (e.g. too high),"Raw materials,semifinished products and  finished products in the  warehouse were stacked  against wall and pillar  directly.  During facility tour, it was  noted that raw materials,  semi-finished products  and finished products in  the warehouse were put  against the wall and  pillar directly.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134136,ZAI2030913,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Electrical risk,Unmarked / incorrect labels / signage / instructions for electrics,"No safety caution sign for  some electric boxes and electric control panels.  During facility tour,  auditor found that there  was no safety caution  sign for 10% electric  boxes and electric  control panels.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134145,ZAI2030802,15/12/2022,New,Non-compliance,Minor,,"3. Health, safety & hygiene",Electrical risk,Isolated occurrence of incorrect / damaged insulation in electricals including burnt / damaged wiring and plugs,"No proper insulated outer  cover was installed for  some electric boxes and  electric control panels.  Through facility tour, it  was noted that that no  proper insulated outer  cover was installed for  10% electric boxes and  20% electric control  panels.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134161,ZAI2031013,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,No / inadequate safety measures / anti-explosion measures for chemicals (e.g. no anti-leaking system / secondary container / unbunded),"Safety facilities for  hazardous chemicals  were not compliant with  legal requirement. During facility tour,  auditor found that  hazardous chemicals  such aslubricating oil, rust  inhibitor, cutting fluid,  thinner and cleaning  agent were stored in  warehouse, but there  was no valid secondary  containment.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134169,ZAI2031010,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,Improper storage of hazardous chemicals,"Some chemicals were  not stored in isolated  warehouse.  During facility tour,  auditor found that  hazardous chemicals  including rust inhibitor,  thinner andlubricating  grease were placed in  the raw material  warehouse, not stored in  the designed chemical  warehouse.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134178,ZAI2031407,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Personal Protective Equipment/Clothing,Personal Protective Equipment (PPE) provided but incidents of workers not using PPE where appropriate,"Employees did not  properly wear PPE  (Personal Protective  Equipment).  During facility tour, it was  noted that all 20  employee working in  metal working process  did not wear the  provided earplugs, 8  employees working in  grinding post did not  wear the provided antidust masks, 5 out of 8  employees working in  pigment filling workshop  did not wear the  provided anti-dust masks,  one observed waste  plastic crushing  employees did not wear  the provided goggle and  earplugs.",Created,97,TRUE,09/01/2023,Overdue,-70,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134191,ZAI2031117,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Worker Health,No medical examinations / regular occupational health checks including disease checks of workers in hazardous situations (e.g. noise / chemicals / dust),"No occupational health  examination was  provided to some  employees engaged in  post with occupational disease hazards.  During facility tour,  auditor found that there  were 20 employees were  working in metal working  workshop (contact noise)  including 8 employees  working in grinding  post(contact noise and  dust), 1 employee was  working on waste plastic  crushing & raw material  mixing post (contact to  high noise and dust), and  8 employees were  working in the filling  workshop (contact to  dust). However, no  periodic occupational  health examination  reports which required by  law for 25 out of 29  employees who exposed  to hazardous factors  were provided for review.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134203,ZAI2031408,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Personal Protective Equipment/Clothing,Lack of adequate/appropriate signage in high risk areas on usage of PPE (e.g. importance of ear plugs for high noise or specific PPE for chemical use/handling),"No set up bulletin boards  at prominent locations to  publish the rules and  regulations for prevention  and control of  occupational diseases.  During facility tour,  auditor found that  hazardous factors existed  in metal working  workshop, pigment filling  workshop, raw materials  mixing and waste plastic  crushing post. However,  the facility didn’t set up  occupational hazard  notice (Warning signs  and Chinese warning  explanations) at  prominent locations.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134217,ZAI2031316,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Machinery,"Machines lack appropriate safety guards (e.g. eye or needle guards on sewing machines, belt / hand guards on other machines)","One lifting hook in the  quenching post was not  installed with decoupling  insurance device.  During facility tour,  auditor found that one  lifting hook in the quenching post was not  installed with decoupling  insurance device.",Verified by new audit,97,FALSE,09/01/2023,Not overdue,,,,,,,Desktop,06/02/2023,,ZAA422406536
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134224,ZAI2050306,15/12/2022,New,Non-compliance,Major,,5. Wages,Benefits & Insurance,"Compulsory insurance (e.g. social insurance, accident insurance etc.) not paid - systemic","Insufficient social  insurance participated.  There was total 85  employees including 5  retirees in the factory  during the audit.  According to the social  insurance payment  receipts from September  2022 to November 2022  and interview with  management and  workers, it was noted that  there were only 48 out of  80 eligible employees  had participated in basic  endowment insurance,  unemployment  insurance, children  bearing insurance,  medical insurance and  injury insurance.  Remark: For additional  information, the facility  provided the  commercial insurance  (China Life Insurance  Company Limited) for 13  employees, which valid from October 14, 2022 to  October 13, 2023.",Created,97,TRUE,08/02/2023,Overdue,-40,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405008482,Wuxi Xinke Tools Manufacture Co Ltd,,ZS405132080,Wuxi Xinke Tools Manufacture Co Ltd,China,,Indirect,Goods Provider,,"Manufacture of other cutlery, hand tools and general hardware",ZC113084748,OX Group UK,ZAA422070585,Benchmarks Company Limited,Affiliate audit company,10/12/2022,15/12/2022,16/12/2022,Published,Full Initial Audit,TRUE,ETI base code,Announced,"1. Labour Standards, 2. Health & Safety",TRUE,FALSE,FALSE,ZAF422134238,ZAI2060302,15/12/2022,New,Non-compliance,Major,,6. Working Hours,Overtime,"Overtime is not used responsibly i.e. extent, frequency and level of hours worked by individual workers and / or whole workforce are excessive","Monthly overtime hours  exceeded the legal  requirement (maximum  36 overtime hours per  month).  During document review,  it was noted that  sampled employees  worked in excess of the  statutory overtime hour  limits. A review of  attendance records for  October 2022, May 2022  and December 2021  yielded the following:  (1) the monthly overtime  hours of all 10 randomly  selected employees  were 68 hours in October  2022 (current month).  (2) the monthly overtime  hours of all 10 randomly  selected employees were 72 hours in May  2022 (random month).  (3) the monthly overtime  hours of all 10 randomly  selected employees  were 76 hours in  December 2021 (random  month).",Created,97,TRUE,08/02/2023,Overdue,-40,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,4b93d5cd-ae28-42dd-8a46-74c009bddb6c,ZAI2090401,16/02/2023,New,Non-compliance,Major,,9. No harsh / inhumane treatment - discipline / grievance,Grievance Procedures,Lack of a detailed grievance procedure that has been communicated to all workers,,Created,34,TRUE,17/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,9ebf54fe-4177-4fdd-b0d2-8e84ecc9b9c3,ZAI2020106,16/02/2023,New,Non-compliance,Minor,,2. Freedom of Association and Collective Bargaining,Management Systems,No policy / procedures that promote effective communication between management and workers,,Created,34,TRUE,17/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,77e4aa68-bab5-407a-955e-e7d94259a043,ZAI2080101,16/02/2023,New,Non-compliance,Major,,8. Regular employment,Terms of Employment/Engagement,Systemic occurrence of no contracts / letters of appointment in place,,Created,34,TRUE,17/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,94b9425b-ed4d-4527-a038-b424c9d46bb7,ZAI2200303,16/02/2023,New,Observation,,,0. Management Systems,Human rights,No appropriate manager assigned to ensure site respects internationally recognised human rights,,Created,34,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,809a58da-eb9f-49ab-bea6-cb0a46241553,ZAI2030505,16/02/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire Fighting Equipment,Firefighting equipment is not sufficient to address type or severity of risk,,Created,34,TRUE,17/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,39838af8-297d-4ae7-8dd7-19d61dc6a616,ZAI2110125,16/02/2023,New,Non-compliance,Major,,10b. Environment,"General Environmental Permits, & Management systems",No systems in place to continually improve environmental performance ,,Created,34,TRUE,17/04/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,81437b7d-c172-4f81-ac30-3c79ef2659f3,ZAI2000301,16/02/2023,New,Non-compliance,Major,,0. Management Systems,Site's Management systems & Monitoring,"The site has not appointed a competent, senior member of management responsible for compliance with the audit Code requirements",,Created,34,TRUE,17/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,538526da-9db8-4f71-ab4f-325b66611d38,ZAI2000315,16/02/2023,New,Observation,,,0. Management Systems,Site's Management systems & Monitoring,"No / inadequate management systems in place (e.g. not appropriate for site context, not effective in ensuring compliance)",,Created,34,FALSE,,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,bdd9b62b-929d-4833-ab01-f653b65c7379,ZAI2110110,16/02/2023,New,Non-compliance,Major,,10b. Environment,"General Environmental Permits, & Management systems",Company is not aware of the customer's environmental requirements,,Created,34,TRUE,17/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,d4956435-150c-4b2a-9777-92651a142305,ZAI2200305,16/02/2023,New,Observation,,,0. Management Systems,Human rights,"No / inadequate system to identify relevant stakeholders and assess, prioritise or minimise the negative human rights impact of the site",,Created,34,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ec248601-3bee-4371-a2a0-4aca64e5517b,ZAI2200301,16/02/2023,New,Observation,,,0. Management Systems,Human rights,No / inadequate policy in place to respect international human rights standards,,Created,34,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020904,ZAI2200301,16/02/2023,New,Observation,,,0. Management Systems,Human rights,No / inadequate policy in place to respect international human rights standards,,Created,34,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020905,ZAI2200303,16/02/2023,New,Observation,,,0. Management Systems,Human rights,No appropriate manager assigned to ensure site respects internationally recognised human rights,,Created,34,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020906,ZAI2200305,16/02/2023,New,Observation,,,0. Management Systems,Human rights,"No / inadequate system to identify relevant stakeholders and assess, prioritise or minimise the negative human rights impact of the site",,Created,34,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020907,ZAI2000315,16/02/2023,New,Observation,,,0. Management Systems,Site's Management systems & Monitoring,"No / inadequate management systems in place (e.g. not appropriate for site context, not effective in ensuring compliance)",,Created,34,FALSE,,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020908,ZAI2000205,16/02/2023,New,Non-compliance,Major,,0. Management Systems,Site's Awareness of Code/Legal Requirements,No / inadequate management awareness of the social and ethical standards required / ETI base code,,Created,34,TRUE,28/04/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020909,ZAI2020106,16/02/2023,New,Non-compliance,Minor,,2. Freedom of Association and Collective Bargaining,Management Systems,No policy / procedures that promote effective communication between management and workers,,Created,34,TRUE,28/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020910,ZAI2080101,16/02/2023,New,Non-compliance,Major,,8. Regular employment,Terms of Employment/Engagement,Systemic occurrence of no contracts / letters of appointment in place,,Created,34,TRUE,28/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020911,ZAI2030505,16/02/2023,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire Fighting Equipment,Firefighting equipment is not sufficient to address type or severity of risk,,Created,34,TRUE,28/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020912,ZAI2090401,16/02/2023,New,Non-compliance,Major,,9. No harsh / inhumane treatment - discipline / grievance,Grievance Procedures,Lack of a detailed grievance procedure that has been communicated to all workers,,Created,34,TRUE,28/04/2023,Not overdue,,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC405081365,C and S Industries SA,via Claber,ZS405081495,C AND S INDUSTRIES SA,Dominican Republic,via Claber,Indirect,Goods Provider,Labour Provider,Manufacture of plastics products, , ,ZAA600003637,QIMA Ltd,Null,14/02/2023,27/02/2023,07/03/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600020913,ZAI2110110,16/02/2023,New,Non-compliance,Major,,10b. Environment,"General Environmental Permits, & Management systems",Company is not aware of the customer's environmental requirements,,Created,34,TRUE,28/04/2023,Not overdue,,,,,,,Desktop,,,
